id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35689244,F1：狂飙飞车,,https://dou.img.lithub.cc/movie/35689244.jpg,2025-06-27(美国/中国大陆),https://movie.douban.com/subject/35689244/,8.7,"剧情,动作,运动",,,,2026-01-04 10:37:15,2025 / 美国 / 剧情 动作 运动 / 约瑟夫·科辛斯基 / 布拉德·皮特 戴姆森·伊德瑞斯
36829507,坏蛋联盟2,,https://dou.img.lithub.cc/movie/36829507.jpg,2025-08-16(中国大陆),https://movie.douban.com/subject/36829507/,7.6,"喜剧,动作,动画",,,,2026-01-04 10:20:55,2025 / 美国 / 喜剧 动作 动画 悬疑 犯罪 冒险 / 皮埃尔·佩里费尔  J·P·桑斯 / 山姆·洛克威尔 马克·马龙
37835662,请回答1988 十周年MT,,https://dou.img.lithub.cc/movie/37835662.jpg,2025-12-19(韩国),https://movie.douban.com/subject/37835662/,9.2,真人秀,3,,,2026-01-03 08:36:53,2025 / 韩国 / 真人秀 / 罗暎锡 申建俊 / 成东日 李一花
36600459,捕风追影,,https://dou.img.lithub.cc/movie/36600459.jpg,2025-08-16(中国大陆),https://movie.douban.com/subject/36600459/,8.1,"剧情,动作,犯罪",2,Bug太多了，虐待老人,,2026-01-02 12:00:58,2025 / 中国大陆 中国香港 / 剧情 动作 犯罪 / 杨子 / 成龙 张子枫
36909418,凶降喜讯,,https://dou.img.lithub.cc/movie/36909418.jpg,2025-09-05(多伦多电影节),https://movie.douban.com/subject/36909418/,7.7,"喜剧,惊悚,犯罪",3,哈哈哈哈哈，讽刺的太到位了,,2026-01-02 07:14:53,2025 / 韩国 / 喜剧 惊悚 犯罪 / 卞成贤 / 薛景求 红炅
36742572,巴黎夏日,,https://dou.img.lithub.cc/movie/36742572.jpg,2025-02-15(柏林国际电影节),https://movie.douban.com/subject/36742572/,8,"剧情,喜剧",4,女主角选角很棒，那种自始至终的局促感，和陌生人讲述自己过去，以及那句我不再想和别人分享生活，还有各种对奥运会和巴黎的吐槽又能让人感觉会心一笑。,,2026-01-02 02:59:04,2025 / 法国 / 剧情 喜剧 / 瓦伦丁·卡迪奇 / 布兰迪尼·马德克 英迪亚·海尔
36631684,大自然的女王,,https://dou.img.lithub.cc/movie/36631684.jpg,2024-03-05(美国),https://movie.douban.com/subject/36631684/,9.6,纪录片,5,太棒了，不同的动物家庭，画面很丰富，雄性来来往往，而雌性姐妹们一起维护整个领地，没想到最后一集是将女性班底的，新年第一天激励作用明显,,2026-01-01 23:15:18,2024 / 美国 / 纪录片 / Faith Musembi Ilaira Mallalieu Jess Tombs Keira Malik Rachael Kinley Victoria Bromley / 安吉拉·贝塞特
26877925,斯特莱克探案集：布谷鸟的呼唤 第一季,,https://dou.img.lithub.cc/movie/26877925.jpg,2017-08-27(英国),https://movie.douban.com/subject/26877925/,7.9,"剧情,悬疑,惊悚",,,,2025-12-30 00:08:53,2017 / 英国 / 剧情 悬疑 惊悚 犯罪 / 迈克尔·凯勒 基伦·霍克斯 / 汤姆·伯克 荷丽黛·格兰杰
36448279,罗小黑战记2,,https://dou.img.lithub.cc/movie/36448279.jpg,2025-07-18(中国大陆),https://movie.douban.com/subject/36448279/,8.7,"动画,奇幻,冒险",,,,2025-12-29 23:31:55,2025 / 中国大陆 / 动画 奇幻 冒险 / 木头 顾杰 / 山新 刘明月
26817136,疯狂动物城2,,https://dou.img.lithub.cc/movie/26817136.jpg,2025-11-26(美国/中国大陆),https://movie.douban.com/subject/26817136/,8.4,"喜剧,动画,悬疑",,,,2025-12-29 22:36:36,2025 / 美国 / 喜剧 动画 悬疑 犯罪 冒险 / 杰拉德·布什 拜伦·霍华德 / 金妮弗·古德温 杰森·贝特曼
36200904,穿过月亮的旅行,,https://dou.img.lithub.cc/movie/36200904.jpg,2024-05-01(中国大陆),https://movie.douban.com/subject/36200904/,6.2,"剧情,爱情",3,,,2025-12-20 23:45:33,2024 / 中国大陆 / 剧情 爱情 / 李蔚然 / 张子枫 胡先煦
35230876,沼泽深处的女孩,,https://dou.img.lithub.cc/movie/35230876.jpg,2022-11-25(中国大陆),https://movie.douban.com/subject/35230876/,7.6,"剧情,爱情,悬疑",,,,2025-12-11 08:28:08,2022 / 美国 / 剧情 爱情 悬疑 / 奥利维亚·纽曼 / 黛西·埃德加-琼斯 泰勒·约翰·史密斯
36961958,倒数第二次恋爱 续篇,,https://dou.img.lithub.cc/movie/36961958.jpg,2025-04-14(日本),https://movie.douban.com/subject/36961958/,9,"剧情,喜剧,爱情",3,,,2025-12-10 06:35:59,2025 / 日本 / 剧情 喜剧 爱情 / 楢木野礼 高桥由妃 西冈和宏 / 小泉今日子 中井贵一
37406357,那你来做做看啊,,https://dou.img.lithub.cc/movie/37406357.jpg,2025-10-07(日本),https://movie.douban.com/subject/37406357/,8,"剧情,喜剧,爱情",3,,,2025-12-10 06:34:24,2025 / 日本 / 剧情 喜剧 爱情 / 伊东祥宏 福田亮介 尾本克宏 / 夏帆 竹内凉真
35320661,废柴上路 第一季,,https://dou.img.lithub.cc/movie/35320661.jpg,2022-04-29(英国),https://movie.douban.com/subject/35320661/,8.4,喜剧,,,,2025-12-07 12:54:38,2022 / 英国 / 喜剧 / 吉姆·霍威克 凯瑟琳·帕金森
36821200,健力士王朝,,https://dou.img.lithub.cc/movie/36821200.jpg,2025-09-25(英国),https://movie.douban.com/subject/36821200/,7.5,"剧情,传记,历史",,,,2025-12-07 10:03:56,2025 / 英国 / 剧情 传记 历史 / 汤姆·森兰 穆尼亚·阿克 / 安东尼·鲍伊 路易斯·帕特里奇
36075575,认罪之罪,,https://dou.img.lithub.cc/movie/36075575.jpg,2025-12-05(韩国),https://movie.douban.com/subject/36075575/,0,"剧情,悬疑",3,,,2025-12-07 10:02:45,2025 / 韩国 / 剧情 悬疑 / 李政孝 / 全度妍 金高银
1422957,卡波特,,https://dou.img.lithub.cc/movie/1422957.jpg,2005-09-02(特柳赖德电影节),https://movie.douban.com/subject/1422957/,7.9,"剧情,同性,传记",,这个人真的是神奇,,2025-12-07 09:13:24,2005 / 加拿大 美国 / 剧情 同性 传记 犯罪 / 贝尼特·米勒 / 菲利普·塞默·霍夫曼 凯尔西∙斯蒂芬森
35848730,宿敌 第二季,,https://dou.img.lithub.cc/movie/35848730.jpg,2024-01-31(美国),https://movie.douban.com/subject/35848730/,6.5,"剧情,传记",3,,,2025-12-07 09:12:26,2024 / 美国 / 剧情 传记 / 格斯·范·桑特 麦克思·温克勒 詹妮弗·林奇 / 娜奥米·沃茨 汤姆·霍兰德尔
35478376,女性生活中的24小时,,https://dou.img.lithub.cc/movie/35478376.jpg,2021-10-23(法国),https://movie.douban.com/subject/35478376/,9.2,,,,,2025-12-07 08:33:11,2021 / 法国 / 黛安·克鲁格 瓦莱丽亚·戈利诺
36465394,腓尼基计划,,https://dou.img.lithub.cc/movie/36465394.jpg,2025-05-18(戛纳国际电影节),https://movie.douban.com/subject/36465394/,6.7,"剧情,喜剧,动作",2,,,2025-12-07 05:48:38,2025 / 美国 德国 / 剧情 喜剧 动作 惊悚 犯罪 / 韦斯·安德森 / 本尼西奥·德尔·托罗 米娅·塞普雷顿
36808875,忘了我记得,,https://dou.img.lithub.cc/movie/36808875.jpg,2025-05-23(中国台湾),https://movie.douban.com/subject/36808875/,8.3,"剧情,喜剧",3,老套但是还是看哭了,,2025-12-07 04:35:06,2025 / 中国台湾 / 剧情 喜剧 / 刘若英 / 谢盈萱 秦汉
36234477,逃跑的女孩：卡拉·罗宾逊的故事,,https://dou.img.lithub.cc/movie/36234477.jpg,2023-02-11(美国),https://movie.douban.com/subject/36234477/,6.4,,,,,2025-12-02 02:10:06,2023 / 美国 / Simone Stock / 凯蒂·道格拉斯 卡拉·布欧诺
36107332,左撇子女孩,,https://dou.img.lithub.cc/movie/36107332.jpg,2025-10-31(中国台湾),https://movie.douban.com/subject/36107332/,7.1,剧情,2,,,2025-11-30 09:48:00,2025 / 中国台湾 美国 英国 法国 / 剧情 / 邹时擎 / 马士媛 蔡淑臻
26389601,猎凶风河谷,,https://dou.img.lithub.cc/movie/26389601.jpg,2017-01-21(圣丹斯电影节),https://movie.douban.com/subject/26389601/,7.8,"剧情,悬疑,犯罪",,,,2025-11-30 04:17:47,2017 / 英国 加拿大 美国 / 剧情 悬疑 犯罪 / 泰勒·谢里丹 / 杰瑞米·雷纳 伊丽莎白·奥尔森
36978167,脸庞,,https://dou.img.lithub.cc/movie/36978167.jpg,2025-09-05(多伦多国际电影节),https://movie.douban.com/subject/36978167/,6.4,"悬疑,惊悚",3,,,2025-11-27 06:20:46,2025 / 韩国 / 悬疑 惊悚 / 延尚昊 / 朴正民 权海骁
35427293,追缉,,https://dou.img.lithub.cc/movie/35427293.jpg,2023-11-11(中国大陆),https://movie.douban.com/subject/35427293/,5.7,"剧情,悬疑,犯罪",,,,2025-11-26 23:25:17,2022 / 中国台湾 / 剧情 悬疑 犯罪 / 曾英庭 / 张钧甯 阮经天
1308070,老井,,https://dou.img.lithub.cc/movie/1308070.jpg,1986,https://movie.douban.com/subject/1308070/,8.1,"剧情,爱情",,,,2025-11-24 04:46:41,1986 / 中国大陆 / 剧情 爱情 / 吴天明 / 张艺谋 梁玉瑾
1291876,黄土地,,https://dou.img.lithub.cc/movie/1291876.jpg,1984(中国大陆),https://movie.douban.com/subject/1291876/,8,"剧情,音乐",3,,,2025-11-24 03:33:37,1984 / 中国大陆 / 剧情 音乐 / 陈凯歌 / 薛白 王学圻
6874354,怪诞小镇 第一季,,https://dou.img.lithub.cc/movie/6874354.jpg,2012-06-16(美国),https://movie.douban.com/subject/6874354/,9.5,"喜剧,动画,家庭",,,,2025-11-24 03:13:48,2012 / 美国 / 喜剧 动画 家庭 奇幻 冒险 / 约翰·青岛崇 乔·皮特 亚伦·施普林格 / 杰森·雷特 克里斯汀·沙尔
36359381,你和其余的一切,,https://dou.img.lithub.cc/movie/36359381.jpg,2025-09-12(韩国),https://movie.douban.com/subject/36359381/,8.1,剧情,2,打着双女主本质还是韩剧固有的误会加误会,,2025-11-24 03:13:33,2025 / 韩国 / 剧情 / 赵英民 / 金高银 朴智贤
36642731,螳螂,,https://dou.img.lithub.cc/movie/36642731.jpg,2025-09-05(韩国),https://movie.douban.com/subject/36642731/,7.3,"剧情,犯罪",3,,,2025-11-23 22:49:15,2025 / 韩国 / 剧情 犯罪 / 边永柱 / 高贤贞 张东润
25986662,疯狂的外星人,,https://dou.img.lithub.cc/movie/25986662.jpg,2019-02-05(中国大陆),https://movie.douban.com/subject/25986662/,6.4,"喜剧,科幻",2,还是无法理解这种无厘头,,2025-11-23 09:44:49,2019 / 中国大陆 / 喜剧 科幻 / 宁浩 / 黄渤 沈腾
36438475,浪浪山小妖怪,,https://dou.img.lithub.cc/movie/36438475.jpg,2025-08-02(中国大陆),https://movie.douban.com/subject/36438475/,8.5,"剧情,喜剧,动画",,,,2025-11-22 06:58:17,2025 / 中国大陆 / 剧情 喜剧 动画 奇幻 / 於水 / 陈子平 路扬
36352371,同乐者 第一季,,https://dou.img.lithub.cc/movie/36352371.jpg,2025-11-07(美国),https://movie.douban.com/subject/36352371/,8.5,"剧情,科幻",1,强忍着看了两集实在是设定人设都觉得难以理解,,2025-11-22 03:28:56,2025 / 美国 / 剧情 科幻 / 文斯·吉利根 戈登·史密斯 / 蕾亚·塞洪 莫奈·洛特
4092781,无可奈何,,https://dou.img.lithub.cc/movie/4092781.jpg,2025-08-29(威尼斯电影节),https://movie.douban.com/subject/4092781/,7.4,"剧情,喜剧,惊悚",3,,,2025-11-21 04:35:07,2025 / 韩国 / 剧情 喜剧 惊悚 犯罪 / 朴赞郁 / 李炳宪 孙艺珍
26718795,纸牌屋 第五季,,https://dou.img.lithub.cc/movie/26718795.jpg,2017-05-30(美国),https://movie.douban.com/subject/26718795/,7.5,剧情,,,,2025-11-18 22:24:57,2017 / 美国 / 剧情 / 丹尼尔·米纳汉 阿利克·萨哈罗夫 迈克尔·莫里斯 罗克珊·道森 阿格涅丝卡·霍兰 罗宾·怀特 / 凯文·史派西 罗宾·怀特
27185590,纸牌屋 第六季,,https://dou.img.lithub.cc/movie/27185590.jpg,2018-11-02(美国),https://movie.douban.com/subject/27185590/,5.6,剧情,,,,2025-11-18 22:24:45,2018 / 美国 / 剧情 / 阿利克·萨哈罗夫 艾米·坎安·曼 史黛西·帕松 厄内斯特·R·迪克森 托马斯·施拉梅 路易丝·弗里德贝格 罗宾·怀特 / 罗宾·怀特 迈克尔·凯利
26336281,纸牌屋 第四季,,https://dou.img.lithub.cc/movie/26336281.jpg,2016-03-04(美国),https://movie.douban.com/subject/26336281/,8.8,"剧情,惊悚",,,,2025-11-18 07:17:13,2016 / 美国 / 剧情 惊悚 / 塔克·盖茨 罗宾·怀特 汤姆·森兰 亚历克斯·格雷夫斯 卡莉·斯考格兰德 雅各布·维尔布鲁根 / 凯文·史派西 罗宾·怀特
22523356,纸牌屋 第二季,,https://dou.img.lithub.cc/movie/22523356.jpg,2014-02-14(美国),https://movie.douban.com/subject/22523356/,9.2,"剧情,悬疑",,,,2025-11-18 06:10:36,2014 / 美国 / 剧情 悬疑 / 朱迪·福斯特 詹姆斯·弗雷 卡尔·弗兰克林 约翰·大卫·科尔斯 罗宾·怀特 / 凯文·史派西 罗宾·怀特
25823412,纸牌屋 第三季,,https://dou.img.lithub.cc/movie/25823412.jpg,2015-02-27(美国),https://movie.douban.com/subject/25823412/,8.4,"剧情,惊悚",,,,2025-11-18 06:10:17,2015 / 美国 / 剧情 惊悚 / 约翰·大卫·科尔斯 詹姆斯·弗雷 塔克·盖茨 约翰·达尔 罗宾·怀特 阿格涅丝卡·霍兰 / 凯文·史派西 罗宾·怀特
36832958,兽藏我心,,https://dou.img.lithub.cc/movie/36832958.jpg,2025-11-13(美国),https://movie.douban.com/subject/36832958/,7.3,"剧情,悬疑,惊悚",3,,,2025-11-16 07:55:39,2025 / 美国 / 剧情 悬疑 惊悚 犯罪 / 安东尼奥·坎波斯 / 克莱尔·丹尼斯 马修·瑞斯
36598430,犯罪现场 Zero,,https://dou.img.lithub.cc/movie/36598430.jpg,2025-09-23(韩国),https://movie.douban.com/subject/36598430/,9.3,"悬疑,犯罪,真人秀",,,,2025-11-15 03:10:49,2025 / 韩国 / 悬疑 犯罪 真人秀 / 尹贤俊 / 张镇 朴芝润
37019290,台风商社,,https://dou.img.lithub.cc/movie/37019290.jpg,2025-10-11(韩国),https://movie.douban.com/subject/37019290/,7.8,剧情,,,,2025-11-15 03:10:41,2025 / 韩国 / 剧情 / 李娜静 / 李俊昊 金敏荷
36778966,都是她的错,,https://dou.img.lithub.cc/movie/36778966.jpg,2025-11-06(美国),https://movie.douban.com/subject/36778966/,9.2,"剧情,悬疑",5,每一集似乎都在找一个女的审判，母亲妹妹保姆，最后发现fuck up的还是一个个男的,,2025-11-15 01:11:31,2025 / 美国 / 剧情 悬疑 / 明基·斯皮罗 / 莎拉·斯努克 杰克·莱西
37113482,吃饱睡足等幸福,,https://dou.img.lithub.cc/movie/37113482.jpg,2025-04-01(日本),https://movie.douban.com/subject/37113482/,8.2,剧情,,,,2025-11-12 12:33:59,2025 / 日本 / 剧情 / 中野亮平 田中健二 内田贵史 / 樱井由纪 宫泽冰鱼
36754329,豆豆笑笑,,https://dou.img.lithub.cc/movie/36754329.jpg,2025-10-17(韩国),https://movie.douban.com/subject/36754329/,8.8,真人秀,,,,2025-11-09 02:17:12,2025 / 韩国 / 真人秀 / 罗暎锡 河武成 沈恩静 / 李光洙 金宇彬
35683841,纸钞屋：柏林 第一季,,https://dou.img.lithub.cc/movie/35683841.jpg,2023-12-29(西班牙),https://movie.douban.com/subject/35683841/,7.5,"剧情,动作,悬疑",2,,,2025-11-09 02:16:52,2023 / 西班牙 / 剧情 动作 悬疑 惊悚 犯罪 / 大卫·巴罗卡尔 杰弗里·考珀 阿尔伯特·平托 / 佩德罗·阿隆索 纳瓦·尼姆利
37054059,小城日常,,https://dou.img.lithub.cc/movie/37054059.jpg,2025-07-06(中国大陆),https://movie.douban.com/subject/37054059/,9,"喜剧,动画",,,,2025-11-07 02:25:01,2025 / 日本 / 喜剧 动画 / 石立太一 / 小松未可子 丰崎爱生
37469812,egg×TEO 社间相亲,,https://dou.img.lithub.cc/movie/37469812.jpg,2025-08-08(韩国),https://movie.douban.com/subject/37469812/,8.6,"爱情,真人秀",,,,2025-11-07 02:23:41,2025 / 韩国 / 爱情 真人秀 / 李英京 沈昌珉 / egg ♀PDs TEO ♂PDs
36722432,比天堂还美丽,,https://dou.img.lithub.cc/movie/36722432.jpg,2025-04-19(韩国),https://movie.douban.com/subject/36722432/,8.1,"剧情,喜剧,爱情",,,,2025-11-07 02:22:16,2025 / 韩国 / 剧情 喜剧 爱情 奇幻 / 金锡允 / 金惠子 孙锡求
36638312,在我死前一周,,https://dou.img.lithub.cc/movie/36638312.jpg,2024-10-03(釜山电影节),https://movie.douban.com/subject/36638312/,8.2,"爱情,奇幻",,,,2025-11-06 05:52:45,2024 / 韩国 / 爱情 奇幻 / 崔荷娜 金惠英 / 孔明 金敏荷
36571896,命悬一生,,https://dou.img.lithub.cc/movie/36571896.jpg,2025-10-11(中国大陆),https://movie.douban.com/subject/36571896/,7.7,"剧情,悬疑",,,,2025-11-06 05:46:38,2025 / 中国大陆 / 剧情 悬疑 / 孙墨龙 史成业 / 黄轩 李庚希
36689815,流人 第五季,,https://dou.img.lithub.cc/movie/36689815.jpg,2025-09-24(英国),https://movie.douban.com/subject/36689815/,9.1,"剧情,惊悚",,,,2025-11-04 23:59:12,2025 / 英国 / 剧情 惊悚 / 索尔·梅茨斯坦 / 加里·奥德曼 杰克·劳登
1306864,鸽子迷的奇遇,,https://dou.img.lithub.cc/movie/1306864.jpg,1986,https://movie.douban.com/subject/1306864/,7.8,剧情,,,,2025-11-04 23:58:39,1986 / 中国大陆 / 剧情 / 于彦夫 张圆 / 张丰毅 申军谊
36176155,一战再战,,https://dou.img.lithub.cc/movie/36176155.jpg,2025-10-17(中国大陆),https://movie.douban.com/subject/36176155/,8.2,"剧情,动作,惊悚",,,,2025-11-04 11:31:09,2025 / 美国 / 剧情 动作 惊悚 犯罪 / 保罗·托马斯·安德森 / 莱昂纳多·迪卡普里奥 西恩·潘
26770698,不汗党,,https://dou.img.lithub.cc/movie/26770698.jpg,2017-05-17(韩国),https://movie.douban.com/subject/26770698/,7.7,"剧情,动作,犯罪",,,,2025-10-31 05:17:01,2017 / 韩国 / 剧情 动作 犯罪 / 卞成贤 / 薛景求 任时完
1300960,碧海蓝天,,https://dou.img.lithub.cc/movie/1300960.jpg,1988-05-11(法国),https://movie.douban.com/subject/1300960/,8.6,"剧情,爱情",,,,2025-10-30 02:45:28,1988 / 法国 意大利 / 剧情 爱情 / 吕克·贝松 / 让-马克·巴尔 让·雷诺
1769507,沉静如海,,https://dou.img.lithub.cc/movie/1769507.jpg,2004-10-25(法国),https://movie.douban.com/subject/1769507/,9.1,"剧情,爱情,战争",,,,2025-10-30 02:19:11,2004 / 法国 比利时 / 剧情 爱情 战争 / 皮埃尔·布特龙 / 朱莉·德拉姆 米歇尔·加拉布吕
36799751,从前的光景,,https://dou.img.lithub.cc/movie/36799751.jpg,2025-05-22(戛纳电影节),https://movie.douban.com/subject/36799751/,7.8,"剧情,喜剧,爱情",,,,2025-10-29 22:56:02,2025 / 法国 / 剧情 喜剧 爱情 / 塞德里克·克拉皮斯 / 苏赞妮·林顿 亚伯拉罕·瓦普莱
36833084,玫瑰,,https://dou.img.lithub.cc/movie/36833084.jpg,2025-08-27(法国),https://movie.douban.com/subject/36833084/,7.4,"剧情,喜剧",3,,,2025-10-27 04:29:10,2025 / 英国 澳大利亚 美国 / 剧情 喜剧 / 杰伊·罗奇 / 奥利维娅·科尔曼 本尼迪克特·康伯巴奇
1306526,触不到的恋人,,https://dou.img.lithub.cc/movie/1306526.jpg,2000-09-09(韩国),https://movie.douban.com/subject/1306526/,7.9,"爱情,奇幻",4,,,2025-10-21 03:43:13,2000 / 韩国 / 爱情 奇幻 / 李铉升 / 全智贤 李政宰
23712401,当男人恋爱时,,https://dou.img.lithub.cc/movie/23712401.jpg,2014-01-22(韩国),https://movie.douban.com/subject/23712401/,8,爱情,3,,,2025-10-21 03:25:39,2014 / 韩国 / 爱情 / 韩东旭 / 黄政民 韩惠轸
3586725,金氏漂流记,,https://dou.img.lithub.cc/movie/3586725.jpg,2009-05-14(韩国),https://movie.douban.com/subject/3586725/,8.3,"剧情,喜剧,爱情",3,,,2025-10-21 03:09:13,2009 / 韩国 / 剧情 喜剧 爱情 / 李海俊 / 郑在泳 郑丽媛
35183324,花漾少女杀人事件,,https://dou.img.lithub.cc/movie/35183324.jpg,2025-07-18(中国大陆),https://movie.douban.com/subject/35183324/,7.4,"剧情,悬疑",,,,2025-10-20 03:05:30,2025 / 中国大陆 / 剧情 悬疑 / 周璟豪 / 张子枫 丁湘源
1291877,两生花,,https://dou.img.lithub.cc/movie/1291877.jpg,1991-05-15(法国),https://movie.douban.com/subject/1291877/,8.3,"剧情,爱情,奇幻",,,,2025-10-15 05:54:49,1991 / 法国 波兰 挪威 / 剧情 爱情 奇幻 / 克日什托夫·基耶斯洛夫斯基 / 伊莲娜·雅各布 哈丽娜·格雷格拉谢夫斯卡
36828567,点爱成金,,https://dou.img.lithub.cc/movie/36828567.jpg,2025-09-09(多伦多电影节),https://movie.douban.com/subject/36828567/,7.4,"剧情,传记",3,故事挺好的，但是总有种看人物简介一样，很多地方一笔带过，情绪化的部分又放大渲染，还是挺佩服女主的,,2025-10-15 05:29:18,2025 / 美国 / 剧情 传记 / 蕾琪儿·戈登堡 / 莉莉·詹姆斯 杰克逊·怀特
25929151,遇见你之前,,https://dou.img.lithub.cc/movie/25929151.jpg,2016-06-03(美国),https://movie.douban.com/subject/25929151/,8.1,"剧情,爱情",,,,2025-10-15 02:18:46,2016 / 英国 美国 / 剧情 爱情 / 西娅·夏罗克 / 艾米莉亚·克拉克 山姆·克拉弗林
35919396,老少女奇遇记,,https://dou.img.lithub.cc/movie/35919396.jpg,2022-07-07(中国台湾),https://movie.douban.com/subject/35919396/,8.9,真人秀,,,,2025-10-15 01:36:06,2022 / 中国台湾 / 真人秀 / 陈毅轩 / 杨贵媚 钟欣凌
1297570,变相怪杰,,https://dou.img.lithub.cc/movie/1297570.jpg,1994-07-29(美国),https://movie.douban.com/subject/1297570/,8.1,"喜剧,奇幻",,,,2025-10-14 08:42:55,1994 / 美国 / 喜剧 奇幻 / 查克·拉塞尔 / 金·凯瑞 彼得·里格特
1308076,蓝宇,,https://dou.img.lithub.cc/movie/1308076.jpg,2001-11-22(中国香港),https://movie.douban.com/subject/1308076/,8.4,"剧情,爱情,同性",3,,,2025-10-14 03:39:20,2001 / 中国大陆 中国香港 / 剧情 爱情 同性 / 关锦鹏 / 胡军 刘烨
36744415,回魂计,,https://dou.img.lithub.cc/movie/36744415.jpg,2025-10-09(中国台湾),https://movie.douban.com/subject/36744415/,7.1,"剧情,悬疑,惊悚",2,,,2025-10-13 11:13:14,2025 / 中国台湾 / 剧情 悬疑 惊悚 / 陈正道 许肇任 / 舒淇 李心洁
36449461,棋士,,https://dou.img.lithub.cc/movie/36449461.jpg,2025-03-25(中国大陆),https://movie.douban.com/subject/36449461/,7.5,"悬疑,犯罪",3,,,2025-10-09 00:26:46,2025 / 中国大陆 / 悬疑 犯罪 / 房远 高妮妮 / 王宝强 陈明昊
35724630,恶鬼,,https://dou.img.lithub.cc/movie/35724630.jpg,2023-06-23(韩国),https://movie.douban.com/subject/35724630/,7.8,"悬疑,惊悚",3,,,2025-10-08 21:12:32,2023 / 韩国 / 悬疑 惊悚 / 李正林 / 金泰梨 吴正世
1299367,三狼奇案,,https://dou.img.lithub.cc/movie/1299367.jpg,1989-11-02,https://movie.douban.com/subject/1299367/,7.3,犯罪,3,,,2025-10-08 20:17:13,1989 / 中国香港 / 犯罪 / 黄泰来 / 梁家辉 郑则仕
1301886,居家男人,,https://dou.img.lithub.cc/movie/1301886.jpg,2000-12-22(美国),https://movie.douban.com/subject/1301886/,8.2,"剧情,喜剧,爱情",,,,2025-10-08 02:09:17,2000 / 美国 / 剧情 喜剧 爱情 家庭 奇幻 / 布莱特·拉特纳 / 尼古拉斯·凯奇 蒂娅·里欧妮
